1.453741497,1
1.7518707485,2
2.05,3
2.34,4
2.63,1
2.9299999999999997,2
3.23,3
3.525,4
3.82,1
4.11,2
4.4,3
4.695,4
4.99,1
5.285,2
5.58,3
5.875,4
6.17,1
6.46,2
6.75,3
7.05,4
7.35,1
7.64,2
7.93,3
8.225,4
8.52,1
8.815,2
9.11,3
9.399999999999999,4
9.69,1
9.985,2
10.28,3
10.58,4
10.88,1
11.170000000000002,2
11.46,3
11.755,4
12.05,1
12.34,2
12.63,3
12.93,4
13.23,1
13.52,2
13.81,3
14.095,4
14.38,1
14.68,2
14.98,3
15.285,4
15.59,1
15.88,2
16.17,3
16.46,4
16.75,1
17.045,2
17.34,3
17.64,4
17.94,1
18.23,2
18.52,3
18.814999999999998,4
19.11,1
19.405,2
19.7,3
19.994999999999997,4
20.29,1
20.58,2
20.87,3
21.165,4
21.46,1
21.75,2
22.04,3
22.34,4
22.64,1
22.93,2
23.22,3
23.52,4
23.82,1
24.11,2
24.4,3
24.695,4
24.99,1
25.28,2
25.57,3
25.87,4
26.17,1
26.46,2
26.75,3
27.05,4
27.35,1
27.645000000000003,2
27.94,3
28.235,4
28.53,1
28.82,2
29.11,3
29.405,4
29.7,1
29.994999999999997,2
30.29,3
30.58,4
30.87,1
31.165,2
31.46,3
31.76,4
32.06,1
32.35,2
32.64,3
32.935,4
33.23,1
33.525,2
33.82,3
34.114999999999995,4
34.41,1
34.7,2
34.99,3
35.285,4
35.58,1
35.875,2
36.17,3
36.465,4
36.76,1
37.05,2
37.34,3
37.635000000000005,4
37.93,1
38.230000000000004,2
38.53,3
38.82,4
39.11,1
39.41,2
39.71,3
40.0,4
40.29,1
40.575,2
40.86,3
41.165,4
41.47,1
41.76,2
42.05,3
42.345,4
42.64,1
42.925,2
43.21,3
43.515,4
43.82,1
44.11,2
44.4,3
44.695,4
44.99,1
45.285,2
45.58,3
45.879999999999995,4
46.18,1
46.475,2
46.77,3
47.0693537415,4
47.368707483,1
47.666213152,2
47.963718821,3
48.2418594105,4
48.52,1
48.82,2
49.12,3
49.415,4
49.71,1
50.0,2
50.29,3
50.58,4
50.87,1
51.17,2
51.47,3
51.76,4
52.05,1
52.345,2
52.64,3
52.935,4
53.23,1
53.525,2
53.82,3
54.114999999999995,4
54.41,1
54.705,2
55.0,3
55.29,4
55.58,1
55.875,2
56.17,3
56.465,4
56.76,1
57.055,2
57.35,3
57.644999999999996,4
57.94,1
58.235,2
58.53,3
58.825,4
59.12,1
59.41,2
59.7,3
59.995000000000005,4
60.29,1
60.585,2
60.88,3
61.175,4
61.47,1
61.76,2
62.05,3
62.349999999999994,4
62.65,1
62.945,2
63.24,3
63.53,4
63.82,1
64.115,2
64.41,3
64.705,4
65.0,1
65.295,2
65.59,3
65.88,4
66.17,1
66.465,2
66.76,3
67.055,4
67.35,1
67.64,2
67.93,3
68.22,4
68.51,1
68.81,2
69.11,3
69.4,4
69.69,1
69.985,2
70.28,3
70.575,4
70.87,1
71.16499999999999,2
71.46,3
71.755,4
72.05,1
72.34,2
72.63,3
72.925,4
73.22,1
73.515,2
73.81,3
74.105,4
74.4,1
74.69,2
74.98,3
75.27000000000001,4
75.56,1
75.86,2
76.16,3
76.455,4
76.75,1
77.045,2
77.34,3
77.635,4
77.93,1
78.22,2
78.51,3
78.805,4
79.1,1
79.395,2
79.69,3
79.97999999999999,4
80.27,1
80.57,2
80.87,3
81.16,4
81.45,1
81.75,2
82.05,3
82.34,4
82.63,1
82.93,2
83.23,3
83.52000000000001,4
83.81,1
84.1,2
84.39,3
84.69,4
84.99,1
85.285,2
85.58,3
85.87,4
86.16,1
86.46000000000001,2
86.76,3
87.05000000000001,4
87.34,1
87.64,2
87.94,3
88.22999999999999,4
88.52,1
88.815,2
89.11,3
89.405,4
89.7,1
89.995,2
90.29,3
90.58500000000001,4
90.88,1
91.16999999999999,2
91.46,3
